#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	COG(s)	Protein name
chr	NC_007795.1	1506409	1506555	+	3919996	-	SAOUHSC_01579	YP_500095.1	48	-	hypothetical protein SAOUHSC_01579
chr	NC_007795.1	1506552	1507166	-	3919997	-	SAOUHSC_01580	YP_500096.1	204	-	phi PVL ORF 30-like protein
chr	NC_007795.1	1507292	1508497	+	3919998	-	SAOUHSC_01582	YP_500097.1	401	-	bacteriophage integrase
chr	NC_007795.1	1508540	1510567	-	3919999	-	SAOUHSC_01583	YP_500098.1	675	-	hypothetical protein SAOUHSC_01583
chr	NC_007795.1	1510560	1511429	-	3920000	-	SAOUHSC_01584	YP_500099.1	289	-	hypothetical protein SAOUHSC_01584
chr	NC_007795.1	1511734	1513485	-	3920001	-	SAOUHSC_01585	YP_500100.1	583	-	respiratory response protein SrrB
chr	NC_007795.1	1513466	1514191	-	3920002	-	SAOUHSC_01586	YP_500101.1	241	-	DNA-binding response regulator
chr	NC_007795.1	1514324	1515061	-	3920003	-	SAOUHSC_01587	YP_500102.1	245	-	ribosomal large subunit pseudouridine synthase B
chr	NC_007795.1	1515054	1515596	-	3920004	-	SAOUHSC_01588	YP_500103.1	180	-	hypothetical protein SAOUHSC_01588
chr	NC_007795.1	1515589	1516320	-	3920005	-	SAOUHSC_01589	YP_500104.1	243	-	hypothetical protein SAOUHSC_01589
chr	NC_007795.1	1516412	1516918	+	3920006	-	SAOUHSC_01590	YP_500105.1	168	-	hypothetical protein SAOUHSC_01590
chr	NC_007795.1	1516996	1517883	-	3920007	-	SAOUHSC_01591	YP_500106.1	295	-	integrase/recombinase XerD
chr	NC_007795.1	1517932	1518381	-	3920008	-	SAOUHSC_01592	YP_500107.1	149	-	transcriptional regulator Fur
chr	NC_007795.1	1518486	1519028	-	3920009	-	SAOUHSC_01593	YP_500108.1	180	-	NUDIX domain-containing protein
chr	NC_007795.1	1519110	1520018	+	3920010	-	SAOUHSC_01594	YP_500109.1	302	-	hypothetical protein SAOUHSC_01594
chr	NC_007795.1	1520234	1520482	-	3920011	-	SAOUHSC_01595	YP_500110.1	82	-	hypothetical protein SAOUHSC_01595
chr	NC_007795.1	1520498	1521253	-	3920012	-	SAOUHSC_01596	YP_500111.1	251	-	hypothetical protein SAOUHSC_01596
chr	NC_007795.1	1521425	1522210	+	3920013	-	SAOUHSC_01597	YP_500112.1	261	-	pyrroline-5-carboxylate reductase
chr	NC_007795.1	1522315	1523235	-	3920014	-	SAOUHSC_01598	YP_500113.1	306	-	AtsA/ElaC family protein
chr	NC_007795.1	1523548	1525032	+	3920015	-	SAOUHSC_01599	YP_500114.1	494	-	glucose-6-phosphate 1-dehydrogenase
chr	NC_007795.1	1525235	1526128	+	3920016	-	SAOUHSC_01600	YP_500115.1	297	-	hypothetical protein SAOUHSC_01600
chr	NC_007795.1	1526211	1527860	-	3920017	-	SAOUHSC_01601	YP_500116.1	549	-	alpha-D-1,4-glucosidase
chr	NC_007795.1	1527876	1528895	-	3920018	-	SAOUHSC_01602	YP_500117.1	339	-	maltose operon transcriptional repressor
chr	NC_007795.1	1528896	1529150	-	3920019	-	SAOUHSC_01603	YP_500118.1	84	-	hypothetical protein SAOUHSC_01603
chr	NC_007795.1	1529089	1529460	-	3920020	-	SAOUHSC_01604	YP_500119.1	123	-	hypothetical protein SAOUHSC_01604
chr	NC_007795.1	1529679	1531085	-	3920021	-	SAOUHSC_01605	YP_500120.1	468	-	6-phosphogluconate dehydrogenase
chr	NC_007795.1	1531153	1532286	-	3920022	-	SAOUHSC_01606	YP_500121.1	377	-	peptidase T
chr	NC_007795.1	1532549	1532728	+	3920023	-	SAOUHSC_01607	YP_500122.1	59	-	hypothetical protein SAOUHSC_01607
chr	NC_007795.1	1532809	1532901	+	3920024	-	SAOUHSC_01608	YP_500123.1	30	-	hypothetical protein SAOUHSC_01608
chr	NC_007795.1	1532855	1533835	-	3920025	-	SAOUHSC_01609	YP_500124.1	326	-	hypothetical protein SAOUHSC_01609
chr	NC_007795.1	1533849	1534286	-	3920026	-	SAOUHSC_01610	YP_500125.1	145	-	hypothetical protein SAOUHSC_01610
chr	NC_007795.1	1534637	1535911	-	3920027	-	SAOUHSC_01611	YP_500126.1	424	-	2-oxoisovalerate dehydrogenase, E2 component, dihydrolipoamide acetyltransferase
chr	NC_007795.1	1535924	1536907	-	3920028	-	SAOUHSC_01612	YP_500127.1	327	-	2-oxoisovalerate dehydrogenase, E1 component subunit beta
chr	NC_007795.1	1536907	1537899	-	3920029	-	SAOUHSC_01613	YP_500128.1	330	-	2-oxoisovalerate dehydrogenase, E1 component subunit alpha
chr	NC_007795.1	1537915	1539336	-	3920030	-	SAOUHSC_01614	YP_500129.1	473	-	dihydrolipoamide dehydrogenase
chr	NC_007795.1	1539487	1541166	-	3920031	-	SAOUHSC_01615	YP_500130.1	559	-	DNA repair protein RecN
chr	NC_007795.1	1541182	1541634	-	3920032	-	SAOUHSC_01617	YP_500131.1	150	-	arginine repressor
chr	NC_007795.1	1542066	1542947	-	3919956	-	SAOUHSC_01618	YP_500132.1	293	-	geranyltranstransferase
chr	NC_007795.1	1542925	1543155	-	3919957	-	SAOUHSC_01619	YP_500133.1	76	-	exodeoxyribonuclease VII small subunit
chr	NC_007795.1	1543148	1544485	-	3919958	xseA	SAOUHSC_01620	YP_500134.1	445	-	exodeoxyribonuclease VII large subunit
chr	NC_007795.1	1544502	1544891	-	3919959	nusB	SAOUHSC_01621	YP_500135.1	129	-	transcription antitermination protein NusB
chr	NC_007795.1	1544951	1545313	-	3919960	-	SAOUHSC_01622	YP_500136.1	120	-	hypothetical protein SAOUHSC_01622
chr	NC_007795.1	1545328	1546683	-	3919961	-	SAOUHSC_01623	YP_500137.1	451	-	acetyl-CoA carboxylase biotin carboxylase subunit
chr	NC_007795.1	1546683	1547147	-	3919962	-	SAOUHSC_01624	YP_500138.1	154	-	acetyl-CoA carboxylase biotin carboxyl carrier protein
chr	NC_007795.1	1547621	1548178	-	3919963	-	SAOUHSC_01625	YP_500139.1	185	-	elongation factor P
chr	NC_007795.1	1548204	1549265	-	3919964	-	SAOUHSC_01626	YP_500140.1	353	-	proline dipeptidase
chr	NC_007795.1	1549370	1549951	+	3919965	-	SAOUHSC_01627	YP_500141.1	193	-	hypothetical protein SAOUHSC_01627
chr	NC_007795.1	1549965	1550183	+	3919966	-	SAOUHSC_01628	YP_500142.1	72	-	hypothetical protein SAOUHSC_01628
chr	NC_007795.1	1550247	1551077	-	3919967	-	SAOUHSC_01629	YP_500143.1	276	-	hypothetical protein SAOUHSC_01629
chr	NC_007795.1	1551235	1551621	+	3919968	-	SAOUHSC_01630	YP_500144.1	128	-	hypothetical protein SAOUHSC_01630
chr	NC_007795.1	1551986	1553458	-	3919969	-	SAOUHSC_01632	YP_500145.1	490	-	glycine dehydrogenase subunit 2
chr	NC_007795.1	1553451	1554797	-	3919970	-	SAOUHSC_01633	YP_500146.1	448	-	glycine dehydrogenase subunit 1
chr	NC_007795.1	1554817	1555908	-	3919971	gcvT	SAOUHSC_01634	YP_500147.1	363	-	glycine cleavage system aminomethyltransferase T
chr	NC_007795.1	1556067	1556591	-	3919972	-	SAOUHSC_01635	YP_500148.1	174	-	shikimate kinase
chr	NC_007795.1	1556581	1556727	-	3919973	-	SAOUHSC_01636	YP_500149.1	48	-	hypothetical protein SAOUHSC_01636
chr	NC_007795.1	1556824	1557321	-	3919974	-	SAOUHSC_01637	YP_500150.2	165	-	competence protein ComGF
chr	NC_007795.1	1557239	1557559	-	3920091	-	SAOUHSC_01638	YP_500151.1	106	-	hypothetical protein SAOUHSC_01638
chr	NC_007795.1	1557525	1557971	-	3920092	-	SAOUHSC_01639	YP_500152.1	148	-	hypothetical protein SAOUHSC_01639
chr	NC_007795.1	1557949	1558260	-	3920093	-	SAOUHSC_01640	YP_500153.1	103	-	hypothetical protein SAOUHSC_01640
chr	NC_007795.1	1558274	1559194	-	3920094	-	SAOUHSC_01641	YP_500154.1	306	-	hypothetical protein SAOUHSC_01641
chr	NC_007795.1	1559316	1560290	-	3920095	-	SAOUHSC_01643	YP_500155.1	324	-	hypothetical protein SAOUHSC_01643
chr	NC_007795.1	1560342	1560965	-	3920096	-	SAOUHSC_01644	YP_500156.1	207	-	hypothetical protein SAOUHSC_01644
chr	NC_007795.1	1560962	1561291	-	3920097	-	SAOUHSC_01645	YP_500157.1	109	-	hypothetical protein SAOUHSC_01645
chr	NC_007795.1	1561291	1562277	-	3920098	-	SAOUHSC_01646	YP_500158.1	328	-	glucokinase
chr	NC_007795.1	1562274	1562477	-	3920099	-	SAOUHSC_01647	YP_500159.1	67	-	hypothetical protein SAOUHSC_01647
chr	NC_007795.1	1563933	1564472	-	3920102	-	SAOUHSC_01650	YP_500162.1	179	-	hypothetical protein SAOUHSC_01650
chr	NC_007795.1	1564681	1564830	-	3920103	rpmG	SAOUHSC_01651	YP_500163.1	49	-	50S ribosomal protein L33
chr	NC_007795.1	1564943	1567018	-	3920104	-	SAOUHSC_01652	YP_500164.1	691	-	penicillin-binding protein 3
chr	NC_007795.1	1567139	1567738	-	3920105	-	SAOUHSC_01653	YP_500165.1	199	-	superoxide dismutase
chr	NC_007795.1	1568014	1568424	-	3920106	-	SAOUHSC_01655	YP_500166.1	136	-	hypothetical protein SAOUHSC_01655
chr	NC_007795.1	1568411	1569274	-	3920107	-	SAOUHSC_01656	YP_500167.1	287	-	hypothetical protein SAOUHSC_01656
chr	NC_007795.1	1569316	1570101	-	3920108	-	SAOUHSC_01657	YP_500168.1	261	-	ABC transporter
chr	NC_007795.1	1570227	1571117	-	3920109	-	SAOUHSC_01658	YP_500169.1	296	-	endonuclease IV
chr	NC_007795.1	1571127	1572473	-	3920110	-	SAOUHSC_01659	YP_500170.1	448	-	hypothetical protein SAOUHSC_01659
chr	NC_007795.1	1572587	1573687	-	3920072	-	SAOUHSC_01660	YP_500171.1	366	-	hypothetical protein SAOUHSC_01660
chr	NC_007795.1	1573690	1574367	-	3920073	-	SAOUHSC_01661	YP_500172.1	225	-	hypothetical protein SAOUHSC_01661
chr	NC_007795.1	1574498	1575604	-	3920074	-	SAOUHSC_01662	YP_500173.1	368	-	RNA polymerase sigma factor RpoD
chr	NC_007795.1	1575828	1577627	-	3920075	-	SAOUHSC_01663	YP_500174.1	599	-	DNA primase
chr	NC_007795.1	1577688	1578506	-	3920076	-	SAOUHSC_01664	YP_500175.1	272	-	hypothetical protein SAOUHSC_01664
chr	NC_007795.1	1578517	1579056	-	3920077	-	SAOUHSC_01665	YP_500176.1	179	-	CBS domain-containing protein
chr	NC_007795.1	1579475	1580866	+	3920078	-	SAOUHSC_01666	YP_500177.1	463	-	glycyl-tRNA synthetase
chr	NC_007795.1	1581016	1581762	-	3920079	-	SAOUHSC_01667	YP_500178.1	248	-	hypothetical protein SAOUHSC_01667
chr	NC_007795.1	1581790	1582689	-	3920080	era	SAOUHSC_01668	YP_500179.2	299	-	GTP-binding protein Era
chr	NC_007795.1	1582690	1583094	-	3920082	-	SAOUHSC_01670	YP_500181.1	134	-	cytidine deaminase
chr	NC_007795.1	1583105	1583449	-	3920083	-	SAOUHSC_01671	YP_500182.1	114	-	diacylglycerol kinase
chr	NC_007795.1	1583452	1583919	-	3920084	-	SAOUHSC_01672	YP_500183.1	155	-	hypothetical protein SAOUHSC_01672
chr	NC_007795.1	1583920	1584867	-	3920085	-	SAOUHSC_01673	YP_500184.1	315	-	hypothetical protein SAOUHSC_01673
chr	NC_007795.1	1585171	1585869	-	3920086	-	SAOUHSC_01675	YP_500185.1	232	-	hypothetical protein SAOUHSC_01675
chr	NC_007795.1	1585886	1586875	-	3920087	-	SAOUHSC_01676	YP_500186.1	329	-	hypothetical protein SAOUHSC_01676
chr	NC_007795.1	1586893	1587576	-	3920088	-	SAOUHSC_01677	YP_500187.1	227	-	hypothetical protein SAOUHSC_01677
chr	NC_007795.1	1587820	1587996	-	3920089	rpsU	SAOUHSC_01678	YP_500188.1	58	-	30S ribosomal protein S21
chr	NC_007795.1	1588289	1589635	-	3920090	-	SAOUHSC_01679	YP_500189.1	448	-	hypothetical protein SAOUHSC_01679
chr	NC_007795.1	1589642	1590394	-	3921792	-	SAOUHSC_01680	YP_500190.1	250	-	16S ribosomal RNA methyltransferase RsmE
chr	NC_007795.1	1590396	1591334	-	3921793	prmA	SAOUHSC_01681	YP_500191.1	312	-	ribosomal protein L11 methyltransferase
chr	NC_007795.1	1591338	1592477	-	3921794	-	SAOUHSC_01682	YP_500192.1	379	-	chaperone protein DnaJ
chr	NC_007795.1	1592613	1594445	-	3921795	dnaK	SAOUHSC_01683	YP_500193.1	610	-	molecular chaperone DnaK
chr	NC_007795.1	1594514	1595140	-	3921796	-	SAOUHSC_01684	YP_500194.1	208	-	heat shock protein GrpE
chr	NC_007795.1	1595172	1596149	-	3921797	-	SAOUHSC_01685	YP_500195.1	325	-	heat-inducible transcription repressor HrcA
chr	NC_007795.1	1596250	1597374	-	3921798	-	SAOUHSC_01686	YP_500196.1	374	-	coproporphyrinogen III oxidase
chr	NC_007795.1	1597626	1597754	-	3921799	-	SAOUHSC_01687	YP_500197.1	42	-	hypothetical protein SAOUHSC_01687
chr	NC_007795.1	1597937	1599760	-	3921800	-	SAOUHSC_01688	YP_500198.1	607	-	GTP-binding protein LepA
chr	NC_007795.1	1600106	1600357	+	3921801	rpsT	SAOUHSC_01689	YP_500199.1	83	-	30S ribosomal protein S20
chr	NC_007795.1	1600402	1601376	-	3921802	holA	SAOUHSC_01690	YP_500200.1	324	-	DNA polymerase III subunit delta
chr	NC_007795.1	1601433	1603580	-	3921803	-	SAOUHSC_01691	YP_500201.1	715	-	DNA internalization-related competence protein ComEC/Rec2
chr	NC_007795.1	1603639	1604070	-	3921804	-	SAOUHSC_01692	YP_500202.1	143	-	hypothetical protein SAOUHSC_01692
chr	NC_007795.1	1604192	1604878	-	3921805	-	SAOUHSC_01693	YP_500203.1	228	-	hypothetical protein SAOUHSC_01693
chr	NC_007795.1	1604918	1605634	-	3921806	-	SAOUHSC_01694	YP_500204.1	238	-	hypothetical protein SAOUHSC_01694
chr	NC_007795.1	1605637	1605990	-	3921807	-	SAOUHSC_01695	YP_500205.1	117	-	hypothetical protein SAOUHSC_01695
chr	NC_007795.1	1605991	1606575	-	3921808	-	SAOUHSC_01696	YP_500206.1	194	-	hypothetical protein SAOUHSC_01696
chr	NC_007795.1	1606565	1607134	-	3921809	-	SAOUHSC_01697	YP_500207.1	189	-	nicotinate (nicotinamide) nucleotide adenylyltransferase
chr	NC_007795.1	1607137	1607427	-	3921810	-	SAOUHSC_01698	YP_500208.1	96	-	hypothetical protein SAOUHSC_01698
chr	NC_007795.1	1607431	1608237	-	3921811	-	SAOUHSC_01699	YP_500209.1	268	-	shikimate 5-dehydrogenase
chr	NC_007795.1	1608251	1609351	-	3921090	-	SAOUHSC_01700	YP_500210.1	366	-	GTP-binding protein YqeH
chr	NC_007795.1	1609352	1609879	-	3921091	-	SAOUHSC_01701	YP_500211.1	175	-	hypothetical protein SAOUHSC_01701
chr	NC_007795.1	1609899	1610585	-	3921092	-	SAOUHSC_01702	YP_500212.1	228	-	MTA/SAH nucleosidase
chr	NC_007795.1	1610899	1611168	+	3921094	-	SAOUHSC_01704	YP_500214.1	89	-	hypothetical protein SAOUHSC_01704
chr	NC_007795.1	1611370	1612074	-	3921095	-	SAOUHSC_01705	YP_500215.1	234	-	enterotoxin family protein
chr	NC_007795.1	1612536	1613756	-	3921096	-	SAOUHSC_01706	YP_500216.1	406	-	hypothetical protein SAOUHSC_01706
chr	NC_007795.1	1614045	1615274	-	3921097	-	SAOUHSC_01707	YP_500217.1	409	-	hypothetical protein SAOUHSC_01707
chr	NC_007795.1	1615287	1616039	-	3921098	-	SAOUHSC_01708	YP_500218.1	250	-	LamB/YcsF family protein
chr	NC_007795.1	1616039	1617400	-	3921099	-	SAOUHSC_01709	YP_500219.1	453	-	acetyl-CoA carboxylase biotin carboxylase
chr	NC_007795.1	1617414	1617863	-	3921100	-	SAOUHSC_01710	YP_500220.1	149	-	acetyl-CoA carboxylase biotin carboxyl carrier protein
chr	NC_007795.1	1617865	1618779	-	3921101	-	SAOUHSC_01711	YP_500221.1	304	-	hypothetical protein SAOUHSC_01711
chr	NC_007795.1	1618865	1619566	-	3921102	-	SAOUHSC_01712	YP_500222.1	233	-	hypothetical protein SAOUHSC_01712
chr	NC_007795.1	1619925	1620401	-	3921103	greA	SAOUHSC_01714	YP_500223.1	158	-	transcription elongation factor GreA
chr	NC_007795.1	1620429	1621052	-	3921104	-	SAOUHSC_01715	YP_500224.1	207	-	uridine kinase
chr	NC_007795.1	1621052	1622320	-	3921105	-	SAOUHSC_01716	YP_500225.1	422	-	hypothetical protein SAOUHSC_01716
chr	NC_007795.1	1622332	1623255	-	3921106	-	SAOUHSC_01717	YP_500226.1	307	-	hypothetical protein SAOUHSC_01717
chr	NC_007795.1	1623258	1623896	-	3921107	-	SAOUHSC_01718	YP_500227.1	212	-	hypothetical protein SAOUHSC_01718
chr	NC_007795.1	1624181	1624489	-	3921108	-	SAOUHSC_01719	YP_500228.1	102	-	hypothetical protein SAOUHSC_01719
chr	NC_007795.1	1624504	1624932	-	3921070	-	SAOUHSC_01720	YP_500229.1	142	-	Holliday junction resolvase-like protein
chr	NC_007795.1	1624936	1625196	-	3921071	-	SAOUHSC_01721	YP_500230.1	86	-	hypothetical protein SAOUHSC_01721
chr	NC_007795.1	1625259	1627889	-	3921072	alaS	SAOUHSC_01722	YP_500231.1	876	-	alanyl-tRNA synthetase
chr	NC_007795.1	1628232	1630709	-	3921073	-	SAOUHSC_01723	YP_500232.1	825	-	hypothetical protein SAOUHSC_01723
chr	NC_007795.1	1630711	1631379	-	3921074	-	SAOUHSC_01724	YP_500233.1	222	-	hypothetical protein SAOUHSC_01724
chr	NC_007795.1	1632959	1634101	-	3921077	-	SAOUHSC_01727	YP_500236.1	380	-	hypothetical protein SAOUHSC_01727
chr	NC_007795.1	1634413	1635426	+	3921078	-	SAOUHSC_01728	YP_500237.1	337	-	hypothetical protein SAOUHSC_01728
chr	NC_007795.1	1635663	1635809	-	3921079	-	SAOUHSC_01729	YP_500238.1	48	-	hypothetical protein SAOUHSC_01729
chr	NC_007795.1	1635849	1636031	-	3921080	-	SAOUHSC_01730	YP_500239.1	60	-	hypothetical protein SAOUHSC_01730
chr	NC_007795.1	1636639	1637913	+	3921083	-	SAOUHSC_01734	YP_500242.2	424	-	recombination factor protein RarA
chr	NC_007795.1	1638074	1638847	-	3921084	-	SAOUHSC_01735	YP_500243.1	257	-	hypothetical protein SAOUHSC_01735
chr	NC_007795.1	1638847	1638975	-	3921085	-	SAOUHSC_01736	YP_500244.1	42	-	hypothetical protein SAOUHSC_01736
chr	NC_007795.1	1639308	1641074	-	3921086	aspS	SAOUHSC_01737	YP_500245.1	588	-	aspartyl-tRNA synthetase
chr	NC_007795.1	1641090	1642352	-	3921087	hisS	SAOUHSC_01738	YP_500246.1	420	-	histidyl-tRNA synthetase
chr	NC_007795.1	1642813	1643688	-	3921088	-	SAOUHSC_01739	YP_500247.1	291	-	hypothetical protein SAOUHSC_01739
chr	NC_007795.1	1643685	1644137	-	3921089	-	SAOUHSC_01741	YP_500248.1	150	-	D-tyrosyl-tRNA(Tyr) deacylase
chr	NC_007795.1	1644149	1646338	-	3920542	-	SAOUHSC_01742	YP_500249.1	729	-	GTP pyrophosphokinase
chr	NC_007795.1	1646766	1647284	-	3920543	-	SAOUHSC_01743	YP_500250.1	172	-	adenine phosphoribosyltransferase
chr	NC_007795.1	1647306	1649579	-	3920544	-	SAOUHSC_01744	YP_500251.1	757	-	hypothetical protein SAOUHSC_01744
chr	NC_007795.1	1649782	1652061	-	3920545	-	SAOUHSC_01746	YP_500252.2	759	-	bifunctional preprotein translocase subunit SecD/SecF
chr	NC_007795.1	1652336	1652596	-	3920546	-	SAOUHSC_01747	YP_500253.1	86	-	preprotein translocase subunit YajC
chr	NC_007795.1	1652615	1653754	-	3920547	tgt	SAOUHSC_01748	YP_500254.1	379	-	queuine tRNA-ribosyltransferase
chr	NC_007795.1	1653777	1654802	-	3920548	queA	SAOUHSC_01749	YP_500255.1	341	-	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
chr	NC_007795.1	1654804	1655808	-	3920549	ruvB	SAOUHSC_01750	YP_500256.1	334	-	Holliday junction DNA helicase RuvB
chr	NC_007795.1	1655840	1656442	-	3920550	ruvA	SAOUHSC_01751	YP_500257.1	200	-	Holliday junction DNA helicase RuvA
chr	NC_007795.1	1656456	1656911	-	3920551	-	SAOUHSC_01752	YP_500258.1	151	-	hypothetical protein SAOUHSC_01752
chr	NC_007795.1	1656924	1658216	-	3920552	obgE	SAOUHSC_01753	YP_500259.1	430	-	GTPase ObgE
chr	NC_007795.1	1658571	1658855	-	3920553	rpmA	SAOUHSC_01755	YP_500260.1	94	-	50S ribosomal protein L27
chr	NC_007795.1	1658867	1659187	-	3920554	-	SAOUHSC_01756	YP_500261.1	106	-	hypothetical protein SAOUHSC_01756
chr	NC_007795.1	1659193	1659501	-	3920555	rplU	SAOUHSC_01757	YP_500262.1	102	-	50S ribosomal protein L21
chr	NC_007795.1	1659668	1660198	-	3920556	-	SAOUHSC_01758	YP_500263.1	176	-	hypothetical protein SAOUHSC_01758
chr	NC_007795.1	1660198	1661040	-	3920557	-	SAOUHSC_01759	YP_500264.1	280	-	rod shape-determining protein MreC
chr	NC_007795.1	1661240	1661359	-	3920558	-	SAOUHSC_01760	YP_500265.1	39	-	hypothetical protein SAOUHSC_01760
chr	NC_007795.1	1661433	1661906	-	3920559	-	SAOUHSC_01761	YP_500266.1	157	-	hypothetical protein SAOUHSC_01761
chr	NC_007795.1	1662066	1662263	+	16830702	-	SAOUHSC_01761a	YP_008530242.1	65	-	membrane protein
chr	NC_007795.1	1662380	1662664	-	3920560	-	SAOUHSC_01762	YP_500267.1	94	-	hypothetical protein SAOUHSC_01762
chr	NC_007795.1	1662732	1663388	-	3919681	-	SAOUHSC_01763	YP_500268.1	218	-	hypothetical protein SAOUHSC_01763
chr	NC_007795.1	1663415	1664122	-	3919682	-	SAOUHSC_01764	YP_500269.1	235	-	hypothetical protein SAOUHSC_01764
chr	NC_007795.1	1664224	1664334	+	3919683	-	SAOUHSC_01765	YP_500270.1	36	-	hypothetical protein SAOUHSC_01765
chr	NC_007795.1	1664392	1665663	-	3919684	-	SAOUHSC_01766	YP_500271.1	423	-	folylpolyglutamate synthase/dihydrofolate synthase
chr	NC_007795.1	1665676	1668306	-	3919685	valS	SAOUHSC_01767	YP_500272.1	876	-	valyl-tRNA synthetase
chr	NC_007795.1	1668709	1669269	+	3919686	-	SAOUHSC_01768	YP_500273.1	186	-	hypothetical protein SAOUHSC_01768
chr	NC_007795.1	1669492	1670565	-	3919687	-	SAOUHSC_01769	YP_500274.1	357	-	hypothetical protein SAOUHSC_01769
chr	NC_007795.1	1670599	1670700	-	3919688	-	SAOUHSC_01770	YP_500275.1	33	-	hypothetical protein SAOUHSC_01770
chr	NC_007795.1	1670761	1672047	-	3919689	-	SAOUHSC_01771	YP_500276.1	428	-	glutamate-1-semialdehyde aminotransferase
chr	NC_007795.1	1672095	1673069	-	3919690	-	SAOUHSC_01772	YP_500277.1	324	-	delta-aminolevulinic acid dehydratase
chr	NC_007795.1	1673072	1673740	-	3919691	-	SAOUHSC_01773	YP_500278.1	222	-	uroporphyrinogen III synthase
chr	NC_007795.1	1673762	1674688	-	3919692	hemC	SAOUHSC_01774	YP_500279.1	308	-	porphobilinogen deaminase
chr	NC_007795.1	1674730	1675545	-	3919693	-	SAOUHSC_01775	YP_500280.1	271	-	hypothetical protein SAOUHSC_01775
chr	NC_007795.1	1675567	1676913	-	3919694	hemA	SAOUHSC_01776	YP_500281.1	448	-	glutamyl-tRNA reductase
chr	NC_007795.1	1677130	1677720	-	3919695	engB	SAOUHSC_01777	YP_500282.1	196	-	ribosome biogenesis GTP-binding protein YsxC
chr	NC_007795.1	1677874	1679136	-	3919696	clpX	SAOUHSC_01778	YP_500283.1	420	-	ATP-dependent protease ATP-binding subunit ClpX
chr	NC_007795.1	1679287	1680588	-	3919697	tig	SAOUHSC_01779	YP_500284.1	433	-	trigger factor
chr	NC_007795.1	1680636	1680746	-	3919698	-	SAOUHSC_01780	YP_500285.1	36	-	hypothetical protein SAOUHSC_01780
chr	NC_007795.1	1680751	1681680	-	3919699	-	SAOUHSC_01781	YP_500286.1	309	-	hypothetical protein SAOUHSC_01781
chr	NC_007795.1	1681699	1682307	-	3919700	-	SAOUHSC_01782	YP_500287.1	202	-	hypothetical protein SAOUHSC_01782
chr	NC_007795.1	1682384	1682485	+	3920425	-	SAOUHSC_01783	YP_500288.1	33	-	hypothetical protein SAOUHSC_01783
chr	NC_007795.1	1682449	1682805	-	3920426	rplT	SAOUHSC_01784	YP_500289.1	118	-	50S ribosomal protein L20
chr	NC_007795.1	1682852	1683052	-	3920427	rpmI	SAOUHSC_01785	YP_500290.1	66	-	50S ribosomal protein L35
chr	NC_007795.1	1683081	1683608	-	3920428	infC	SAOUHSC_01786	YP_500291.1	175	-	translation initiation factor IF-3
chr	NC_007795.1	1683837	1685330	-	3920429	-	SAOUHSC_01787	YP_500292.1	497	-	hypothetical protein SAOUHSC_01787
chr	NC_007795.1	1685756	1687693	-	3920430	thrS	SAOUHSC_01788	YP_500293.1	645	-	threonyl-tRNA synthetase
chr	NC_007795.1	1687891	1688013	-	3920431	-	SAOUHSC_01789	YP_500294.1	40	-	hypothetical protein SAOUHSC_01789
chr	NC_007795.1	1688106	1689026	-	3920432	-	SAOUHSC_01791	YP_500295.1	306	-	primosomal protein DnaI
chr	NC_007795.1	1689026	1690426	-	3920433	-	SAOUHSC_01792	YP_500296.1	466	-	hypothetical protein SAOUHSC_01792
chr	NC_007795.1	1690427	1690897	-	3920434	nrdR	SAOUHSC_01793	YP_500297.1	156	-	transcriptional regulator NrdR
chr	NC_007795.1	1691107	1692132	-	3920435	-	SAOUHSC_01794	YP_500298.1	341	-	glyceraldehyde 3-phosphate dehydrogenase 2
chr	NC_007795.1	1692302	1692925	-	3920436	coaE	SAOUHSC_01795	YP_500299.1	207	-	dephospho-CoA kinase
chr	NC_007795.1	1692941	1693813	-	3920437	-	SAOUHSC_01796	YP_500300.1	290	-	formamidopyrimidine-DNA glycosylase
chr	NC_007795.1	1693829	1696459	-	3920438	-	SAOUHSC_01797	YP_500301.1	876	-	DNA polymerase I
chr	NC_007795.1	1696753	1698240	-	3920439	-	SAOUHSC_01798	YP_500302.1	495	-	hypothetical protein SAOUHSC_01798
chr	NC_007795.1	1698739	1700400	-	3920440	-	SAOUHSC_01799	YP_500303.1	553	-	histidine kinase
chr	NC_007795.1	1700400	1701104	-	3920441	-	SAOUHSC_01800	YP_500304.1	234	-	alkaline phosphatase synthesis transcriptional regulatory protein
chr	NC_007795.1	1701494	1702762	-	3920442	-	SAOUHSC_01801	YP_500306.1	422	-	isocitrate dehydrogenase
chr	NC_007795.1	1702811	1703668	-	3920443	-	SAOUHSC_01802	YP_500307.1	285	-	hypothetical protein SAOUHSC_01802
chr	NC_007795.1	1704280	1705641	+	3919273	-	SAOUHSC_01803	YP_500308.1	453	-	hypothetical protein SAOUHSC_01803
chr	NC_007795.1	1707966	1709723	-	3919276	-	SAOUHSC_01806	YP_500311.1	585	-	pyruvate kinase
chr	NC_007795.1	1709745	1710668	-	3919277	-	SAOUHSC_01807	YP_500312.1	307	-	6-phosphofructokinase
chr	NC_007795.1	1710982	1711926	-	3919278	-	SAOUHSC_01808	YP_500313.1	314	-	acetyl-CoA carboxylase carboxyltransferase subunit alpha
